MW,FaultType,Rjb,VS30,PGA
3.72,Yanal Atımlı,157.22,355.87,0.0002965277256080112
3.72,Yanal Atımlı,39.8,309.0,0.0010448037285084506
3.72,Yanal Atımlı,19.41,253.0,0.03104096463372021
3.72,Yanal Atımlı,40.32,191.14,0.000392476772437045
3.72,Yanal Atımlı,28.99,503.0,0.004890725999289318
3.72,Yanal Atımlı,107.74,439.0,0.0002722834353913032
3.72,Yanal Atımlı,92.98,827.0,0.00041042406506754694
3.72,Yanal Atımlı,37.11,333.15,0.0016745261932675792
3.72,Yanal Atımlı,35.37,331.92,0.0020021550091929748
3.72,Yanal Atımlı,53.89,1100.0,0.0004743089188871953
3.72,Yanal Atımlı,48.41,242.0,0.005128904981741756
4.73,Yanal Atımlı,26.11,484.66,0.03187826058234577
4.73,Yanal Atımlı,128.47,347.0,0.0016251821893295349
4.73,Yanal Atımlı,80.46,361.0,0.004480476430975087
4.73,Yanal Atımlı,196.73,348.0,0.0005182308739370224
4.73,Yanal Atımlı,64.14,499.0,0.006750504312097901
4.73,Yanal Atımlı,138.28,511.0,0.005913575772455601
4.73,Yanal Atımlı,50.82,341.0,0.004705693768102387
4.73,Yanal Atımlı,78.76,356.0,0.002057558405628778
4.73,Yanal Atımlı,208.25,402.0,0.0005137842173446942
4.73,Yanal Atımlı,107.62,524.0,0.0009870720051431152
4.73,Yanal Atımlı,110.91,619.0,0.0012707167363773763
4.73,Yanal Atımlı,42.3,396.21,0.03088771098939447
4.73,Yanal Atımlı,144.05,461.0,0.0021816948570602354
4.73,Yanal Atımlı,79.6,681.24,0.00021673137851017327
4.73,Yanal Atımlı,138.03,370.0,0.0017430673337379627
4.73,Yanal Atımlı,72.39,399.0,0.002980346246210277
4.73,Yanal Atımlı,72.69,333.0,0.006649761580186951
4.73,Yanal Atımlı,19.79,646.0,0.06485759379361679
4.73,Yanal Atımlı,45.67,652.2,0.020074216940249946
4.73,Yanal Atımlı,276.96,310.0,7.603579635046903e-05
4.73,Yanal Atımlı,92.15,505.0,0.002112383366113206
4.73,Yanal Atımlı,192.09,895.0,0.00033857478039032974
4.73,Yanal Atımlı,313.84,715.0,7.261753572856904e-05
4.73,Yanal Atımlı,81.87,927.0,0.0041854133105024656
4.73,Yanal Atımlı,198.89,432.0,0.00038466469511803394
4.73,Yanal Atımlı,47.68,355.02,0.03022459516883222
4.73,Yanal Atımlı,39.58,432.47,0.03248629708815495
4.73,Yanal Atımlı,544.13,760.0,5.229903758196703e-06
4.73,Yanal Atımlı,17.34,420.0,0.08787773774925667
4.73,Yanal Atımlı,13.3,334.85,0.1264833184599721
4.73,Yanal Atımlı,15.97,354.82,0.09960311869535854
4.73,Yanal Atımlı,36.65,382.16,0.014021225879039152
4.73,Yanal Atımlı,16.07,392.7,0.11664282059351044
4.73,Yanal Atımlı,218.08,477.0,0.0003411203681594079
4.73,Yanal Atımlı,174.79,625.0,0.0005263116759317145
4.73,Yanal Atımlı,86.43,396.06,0.00261237672545171
4.73,Yanal Atımlı,44.27,576.04,0.029402101383231388
4.73,Yanal Atımlı,96.94,668.72,0.0008412333670648116
4.73,Yanal Atımlı,94.79,611.0,0.005459278997898628
4.73,Yanal Atımlı,134.41,372.0,0.001717718174890363
4.73,Yanal Atımlı,109.73,805.0,0.0026745945346029853
4.73,Yanal Atımlı,253.79,489.0,7.040696409447009e-05
4.73,Yanal Atımlı,40.4,329.24,0.0160719334241822
4.73,Yanal Atımlı,73.03,393.26,0.000816981170903669
4.73,Yanal Atımlı,39.15,376.96,0.016304834070489743
4.73,Yanal Atımlı,41.47,351.22,0.01308020083904434
4.73,Yanal Atımlı,72.84,366.77,0.007172127427342206
4.73,Yanal Atımlı,257.59,743.0,8.235985874253306e-05
4.73,Yanal Atımlı,184.95,679.0,0.0003321915650277713
4.73,Yanal Atımlı,36.81,427.88,0.029133228388054235
4.73,Yanal Atımlı,204.55,943.0,0.0001196492836470407
4.73,Yanal Atımlı,67.36,559.0,0.005055769235497667
4.73,Yanal Atımlı,95.77,434.29,0.004618505999296933
4.73,Yanal Atımlı,161.61,726.0,0.00033647513666364707
4.73,Yanal Atımlı,42.96,333.7,0.02679459703259239
4.73,Yanal Atımlı,46.21,328.09,0.014375000691866058
4.73,Yanal Atımlı,49.57,335.43,0.006496183915949181
4.73,Yanal Atımlı,32.59,381.71,0.042094947577662974
4.73,Yanal Atımlı,46.25,315.52,0.014043530552255191
4.73,Yanal Atımlı,48.21,319.92,0.026540396771551115
4.73,Yanal Atımlı,220.7,981.0,0.00017271693123952845
4.73,Yanal Atımlı,23.8,326.97,0.026501979420710694
4.73,Yanal Atımlı,231.7,644.0,0.00017066864280918743
4.73,Yanal Atımlı,29.76,622.32,0.056975469873741344
4.73,Yanal Atımlı,106.96,388.0,0.0025891490852279343
4.73,Yanal Atımlı,251.02,623.0,0.00013253850264391097
4.73,Yanal Atımlı,108.61,655.67,0.001268765841434975
4.73,Yanal Atımlı,37.87,389.87,0.004579185128943911
4.73,Yanal Atımlı,71.87,383.09,0.0026194304951478
4.73,Yanal Atımlı,64.08,344.72,0.005281604582367367
4.73,Yanal Atımlı,85.87,396.33,0.0019407854764346571
4.73,Yanal Atımlı,46.99,331.73,0.010611121171853068
4.73,Yanal Atımlı,149.98,419.23,0.0007682948637293497
4.73,Yanal Atımlı,14.97,581.0,0.06411675420709977
4.73,Yanal Atımlı,13.13,592.42,0.6041263358767088
4.73,Yanal Atımlı,29.44,417.99,0.024818330873983146
4.73,Yanal Atımlı,194.18,511.0,0.000500885150880329
4.73,Yanal Atımlı,159.12,378.0,0.001202045076196679
4.73,Yanal Atımlı,41.47,342.79,0.017459112113937962
4.73,Yanal Atımlı,172.98,303.0,0.0010039689759127669
4.73,Yanal Atımlı,110.65,370.36,0.0017194180010865335
4.73,Yanal Atımlı,94.71,682.03,0.0005879181021323038
4.73,Yanal Atımlı,70.57,365.0,0.0021842638055644516
4.73,Yanal Atımlı,54.77,414.03,0.008305844348973405
4.73,Yanal Atımlı,449.33,308.0,0.00011024387462748214
4.73,Yanal Atımlı,257.83,760.0,5.8726577216452864e-05
4.73,Yanal Atımlı,248.0,522.0,0.00012357731714970996
4.73,Yanal Atımlı,26.72,503.0,0.0801294422113736
4.73,Yanal Atımlı,54.93,698.72,0.0056081434083052415
4.73,Yanal Atımlı,30.4,342.5,0.022024502351477047
4.73,Yanal Atımlı,29.94,335.43,0.014820369236180925
4.73,Yanal Atımlı,103.11,338.28,0.00285807122834232
4.73,Yanal Atımlı,39.66,363.78,0.020210013969730774
4.73,Yanal Atımlı,34.04,414.83,0.015565627152008236
4.73,Yanal Atımlı,192.67,474.0,0.00025892978298592845
4.73,Yanal Atımlı,74.46,760.0,0.0032435587186219477
4.73,Yanal Atımlı,57.31,500.0,0.0055774563798709036
4.73,Yanal Atımlı,26.75,576.02,0.05773092459208448
4.73,Yanal Atımlı,36.21,301.83,0.014896804998818914
4.73,Yanal Atımlı,287.48,401.0,0.00017283863984841468
4.73,Yanal Atımlı,144.47,419.0,0.0006915150982588449
4.73,Yanal Atımlı,143.22,352.0,0.001253016540032461
4.73,Yanal Atımlı,18.45,648.81,0.028075484068871084
4.73,Yanal Atımlı,34.83,378.17,0.0139946481813525
4.73,Yanal Atımlı,45.2,414.77,0.01546694591793742
4.73,Yanal Atımlı,31.89,318.11,0.015183608846552487
4.73,Yanal Atımlı,28.67,345.34,0.013092336303536707
4.73,Yanal Atımlı,33.23,321.11,0.012770964828881617
4.73,Yanal Atımlı,148.83,416.52,0.000525793584720896
4.73,Yanal Atımlı,134.12,489.0,0.0021315251224926276
4.73,Yanal Atımlı,44.15,388.68,0.00583717473685772
4.73,Yanal Atımlı,102.28,786.0,0.002821359817069074
4.73,Yanal Atımlı,86.55,408.2,0.0024918717640294197
4.73,Yanal Atımlı,70.52,465.0,0.00242987463561271
4.73,Yanal Atımlı,126.64,471.92,0.0010898799767437926
4.73,Yanal Atımlı,79.35,714.0,0.0015110345967938822
4.73,Yanal Atımlı,23.94,518.0,0.10089467292785764
4.73,Yanal Atımlı,95.22,763.0,0.001218978507642924
4.73,Yanal Atımlı,11.71,699.0,0.03582059739148079
4.73,Yanal Atımlı,41.91,384.44,0.04476671417803488
4.73,Yanal Atımlı,44.44,368.88,0.01955910594012684
4.73,Yanal Atımlı,48.29,462.66,0.004681991941510932
4.73,Yanal Atımlı,59.19,407.49,0.025860000284862895
4.73,Yanal Atımlı,42.67,379.46,0.02787469834408346
4.73,Yanal Atımlı,83.18,529.99,0.0028541571888909007
4.73,Yanal Atımlı,38.83,488.0,0.007042084487210983
4.73,Yanal Atımlı,59.36,704.1,0.008826530406788127
4.73,Yanal Atımlı,37.68,325.13,0.024205412729908903
4.73,Yanal Atımlı,60.04,371.97,0.00181820184780389
4.73,Yanal Atımlı,20.26,333.31,0.09303657924994167
4.73,Yanal Atımlı,26.07,329.84,0.05523539588116089
4.73,Yanal Atımlı,23.78,581.8,0.05787198149343795
4.73,Yanal Atımlı,23.88,389.95,0.06626573208334204
4.73,Yanal Atımlı,30.34,355.87,0.02446954232365207
4.73,Yanal Atımlı,182.56,309.0,0.00018833740302919122
4.73,Yanal Atımlı,42.22,329.42,0.014911016768045866
4.73,Yanal Atımlı,111.39,750.25,0.000839269649809577
4.73,Yanal Atımlı,24.86,420.96,0.005461980329063169
4.73,Yanal Atımlı,178.63,503.0,0.00048067118115385283
4.73,Yanal Atımlı,55.94,760.0,0.0020891234336256367
4.73,Yanal Atımlı,48.27,322.53,0.007945650895250867
4.73,Yanal Atımlı,42.6,325.97,0.007165715922459539
4.73,Yanal Atımlı,44.24,314.48,0.017555525200598866
4.73,Yanal Atımlı,53.1,495.59,0.011673914776549348
4.73,Yanal Atımlı,50.74,630.66,0.009920161212017893
4.73,Yanal Atımlı,129.14,442.0,0.0019809017787720444
4.73,Yanal Atımlı,109.07,439.0,0.0014873732797456058
4.73,Yanal Atımlı,120.61,827.0,0.003635569293458235
4.73,Yanal Atımlı,48.34,456.83,0.010074411379714302
4.73,Yanal Atımlı,48.51,306.76,0.014397154719827986
4.73,Yanal Atımlı,31.38,305.54,0.01098886701235434
4.73,Yanal Atımlı,144.12,854.0,0.0008923326690950466
4.73,Yanal Atımlı,167.48,489.62,0.0010180890334831527
4.73,Yanal Atımlı,198.94,313.0,0.0006388073269486269
4.73,Yanal Atımlı,93.19,377.62,0.0019589154255047585
4.73,Yanal Atımlı,244.32,440.0,0.0001735369166978024
4.73,Yanal Atımlı,25.67,302.09,0.008535561575233839
4.73,Yanal Atımlı,28.25,440.67,0.013089459446219658
4.73,Yanal Atımlı,264.96,356.0,0.0005834945435118053
4.73,Yanal Atımlı,240.05,482.0,0.000343277761325854
4.73,Yanal Atımlı,297.08,924.0,5.684311571588947e-05
4.73,Yanal Atımlı,59.83,393.0,0.005909196507057781
4.73,Yanal Atımlı,169.5,351.22,0.000306377797898477
4.73,Yanal Atımlı,187.1,333.15,0.000352115366748925
4.73,Yanal Atımlı,185.38,331.92,0.00010869561640770063
4.73,Yanal Atımlı,73.21,586.0,0.0025183517643153526
4.73,Yanal Atımlı,39.85,416.15,0.015746146406124158
4.73,Yanal Atımlı,374.59,396.0,5.925368123332085e-05
4.73,Yanal Atımlı,237.49,819.0,0.0001649759335413805
4.73,Yanal Atımlı,44.56,351.45,0.013934298632126377
4.73,Yanal Atımlı,274.95,393.0,0.00010179256465125535
4.73,Yanal Atımlı,92.53,374.5,0.004073018252495601
4.73,Yanal Atımlı,100.38,405.0,0.0037632701100276883
4.73,Yanal Atımlı,46.02,383.39,0.020672836764416152
4.73,Yanal Atımlı,51.25,342.64,0.004041708230579388
4.73,Yanal Atımlı,51.2,345.88,0.01538826595957491
4.73,Yanal Atımlı,116.28,383.69,0.0076046945610983435
4.73,Yanal Atımlı,184.41,660.0,0.0001353740308101964
4.73,Yanal Atımlı,51.4,399.45,0.017260978639127376
4.73,Yanal Atımlı,22.93,338.28,0.030995674565708196
4.06,Yanal Atımlı,109.89,361.0,0.0007301888973369631
4.06,Yanal Atımlı,294.2,348.0,1.2256777886948919e-05
4.06,Yanal Atımlı,127.62,499.0,0.00030446587721283315
4.06,Yanal Atımlı,169.19,356.0,0.00014540821353283313
4.06,Yanal Atımlı,168.59,524.0,0.0001158179689731261
4.06,Yanal Atımlı,102.42,619.0,0.0003383839418915295
4.06,Yanal Atımlı,200.77,210.25,4.9124382972206376e-05
4.06,Yanal Atımlı,239.54,461.0,4.6904600011619325e-05
4.06,Yanal Atımlı,101.24,681.24,1.2924431846700264e-05
4.06,Yanal Atımlı,159.49,370.0,0.0001240208083488009
4.06,Yanal Atımlı,68.7,652.2,0.002353326574376368
4.06,Yanal Atımlı,120.61,505.0,0.0002725207388103335
4.06,Yanal Atımlı,304.91,432.0,2.4600409148630027e-05
4.06,Yanal Atımlı,117.71,625.0,0.00040976287118055243
4.06,Yanal Atımlı,146.88,396.06,0.0001884434226377774
4.06,Yanal Atımlı,101.41,576.04,0.0003706806075649629
4.06,Yanal Atımlı,179.22,668.72,3.3241023542755116e-05
4.06,Yanal Atımlı,45.06,611.0,0.002375515053899617
4.06,Yanal Atımlı,234.92,372.0,5.561276352753925e-05
4.06,Yanal Atımlı,147.45,238.0,0.00021086050168424146
4.06,Yanal Atımlı,135.46,393.26,0.00011221537008101875
4.06,Yanal Atımlı,284.56,679.0,1.6601438384971346e-05
4.06,Yanal Atımlı,42.6,559.0,0.0019722401205935574
4.06,Yanal Atımlı,187.13,434.29,6.860675008248095e-05
4.06,Yanal Atımlı,91.87,622.32,0.0008442722870956974
4.06,Yanal Atımlı,188.83,388.0,0.00017372771878848233
4.06,Yanal Atımlı,78.1,655.67,0.0004894895830986907
4.06,Yanal Atımlı,328.89,448.0,1.1757182317630361e-05
4.06,Yanal Atımlı,261.94,378.0,2.762549768547166e-05
4.06,Yanal Atımlı,175.9,365.0,0.00010709291512943329
4.06,Yanal Atımlı,148.88,698.72,0.0003615581863073909
4.06,Yanal Atımlı,164.28,500.0,9.053287478314163e-05
4.06,Yanal Atımlı,119.3,244.0,0.0009466256386135598
4.06,Yanal Atımlı,239.98,416.52,1.5142741078483776e-05
4.06,Yanal Atımlı,43.55,489.0,0.001686076354024826
4.06,Yanal Atımlı,151.01,388.68,0.00018837282338354967
4.06,Yanal Atımlı,78.0,465.0,0.00042044650482101766
4.06,Yanal Atımlı,114.96,699.0,0.0001930786888428653
4.06,Yanal Atımlı,151.46,462.66,9.594611259832261e-05
4.06,Yanal Atımlı,134.51,355.87,0.0004988711696693346
4.06,Yanal Atımlı,90.24,420.96,0.0007714571299123044
4.06,Yanal Atımlı,138.8,253.0,0.0003342312675266933
4.06,Yanal Atımlı,146.11,503.0,0.00020399229373152801
4.06,Yanal Atımlı,251.36,313.0,6.072385132425314e-05
4.06,Yanal Atımlı,123.11,440.67,0.0001677161828335298
4.06,Yanal Atımlı,161.39,393.0,0.00013164083302292644
4.06,Yanal Atımlı,153.7,331.92,0.00020820226595580078
4.06,Yanal Atımlı,180.29,586.0,0.0001291472248879162
4.06,Yanal Atımlı,151.47,242.0,0.00038595314446078814
4.2,Ters Oblik Atımlı,68.36,347.0,0.0027252606011057695
4.2,Ters Oblik Atımlı,208.47,511.0,0.0002515638825284146
4.2,Ters Oblik Atımlı,116.79,652.2,0.0017708270396483673
4.2,Ters Oblik Atımlı,55.42,392.7,0.004599010037072519
4.2,Ters Oblik Atımlı,79.59,668.72,0.000614966306547123
4.2,Ters Oblik Atımlı,165.76,611.0,0.0005613911279340367
4.2,Ters Oblik Atımlı,81.24,372.0,0.001353435689796305
4.2,Ters Oblik Atımlı,94.51,393.26,0.0011842534751074576
4.2,Ters Oblik Atımlı,61.62,307.72,0.011237225680599261
4.2,Ters Oblik Atımlı,140.6,559.0,0.0006757822207571978
4.2,Ters Oblik Atımlı,161.11,644.0,0.0002106811807777097
4.2,Ters Oblik Atımlı,95.1,622.32,0.002112835632927098
4.2,Ters Oblik Atımlı,60.25,592.42,0.008503516582959662
4.2,Ters Oblik Atımlı,92.67,378.0,0.002940157175482265
4.2,Ters Oblik Atımlı,120.95,303.0,0.0008058122229036241
4.2,Ters Oblik Atımlı,58.02,698.72,0.0019420742874095547
4.2,Ters Oblik Atımlı,41.24,335.43,0.007618158475601874
4.2,Ters Oblik Atımlı,14.59,500.0,0.02025222596211915
4.2,Ters Oblik Atımlı,27.67,388.68,0.004200907771906374
4.2,Ters Oblik Atımlı,48.57,355.87,0.002903008794347811
4.2,Ters Oblik Atımlı,40.39,393.0,0.0014093171130081406
4.2,Ters Oblik Atımlı,2.19,586.0,0.02847768147444156
4.2,Ters Oblik Atımlı,35.35,374.5,0.013410400616227617
4.2,Ters Oblik Atımlı,49.01,342.64,0.012120072692740902
4.2,Ters Oblik Atımlı,94.32,383.69,0.007329546198989122
4.06,Yanal Atımlı,39.78,499.0,0.02051509987261171
4.06,Yanal Atımlı,26.3,341.0,0.00881840526219231
4.06,Yanal Atımlı,13.44,406.7,0.026803771205246848
4.06,Yanal Atımlı,12.66,356.0,0.07953055508339356
4.06,Yanal Atımlı,55.32,524.0,0.004290359106044328
4.06,Yanal Atımlı,107.23,370.0,0.0012898853463708005
4.06,Yanal Atımlı,44.57,396.06,0.0068819955624403375
4.06,Yanal Atımlı,102.55,244.74,0.0011982575550447449
4.06,Yanal Atımlı,20.37,362.39,0.015001515362777522
4.06,Yanal Atımlı,21.22,335.43,0.005678449503747368
4.06,Yanal Atımlı,40.85,388.0,0.009851877214663865
4.06,Yanal Atımlı,19.33,685.56,0.02559019010408512
4.06,Yanal Atımlı,38.72,417.99,0.008341577601116174
4.06,Yanal Atımlı,107.17,680.05,0.0009313312895624736
4.06,Yanal Atımlı,40.99,365.0,0.002943298489139642
4.06,Yanal Atımlı,15.56,351.31,0.010157986026661124
4.06,Yanal Atımlı,11.47,698.72,0.04062035027999567
4.06,Yanal Atımlı,31.57,338.19,0.017830178619169055
4.06,Yanal Atımlı,61.72,500.0,0.0011102630816836611
4.06,Yanal Atımlı,38.89,244.0,0.006148992960436108
4.06,Yanal Atımlı,37.22,360.0,0.008751458021267668
4.06,Yanal Atımlı,39.88,355.87,0.006580281189904535
4.06,Yanal Atımlı,30.42,329.42,0.007782125880644719
4.06,Yanal Atımlı,23.65,642.83,0.008630676841004702
4.06,Yanal Atımlı,28.31,279.46,0.007410063999013078
4.06,Yanal Atımlı,27.05,441.33,0.012012225817957613
4.06,Yanal Atımlı,23.46,393.0,0.006972110047313075
4.06,Yanal Atımlı,53.8,374.5,0.005656226607630294
4.06,Yanal Atımlı,13.35,418.6,0.031031941149646195
4.06,Yanal Atımlı,18.48,346.82,0.012969433609115713
3.9,Yanal Atımlı,135.26,375.0,0.0005858903992326978
3.9,Yanal Atımlı,76.46,347.0,0.0002943469309907953
3.9,Yanal Atımlı,265.15,361.0,5.173321863841452e-05
3.9,Yanal Atımlı,33.87,348.0,0.0027595743308208767
3.9,Yanal Atımlı,232.84,499.0,8.97053967760023e-05
3.9,Yanal Atımlı,190.42,527.95,2.4296403847894856e-05
3.9,Yanal Atımlı,191.98,356.0,0.0002379495376864599
3.9,Yanal Atımlı,43.89,402.0,0.0033724013621184326
3.9,Yanal Atımlı,243.91,524.0,5.2759296133667285e-05
3.9,Yanal Atımlı,73.18,461.0,0.0005451850818029873
3.9,Yanal Atımlı,48.52,275.0,0.0023901589566581757
3.9,Yanal Atımlı,115.92,310.0,0.0001902458382778714
3.9,Yanal Atımlı,13.84,895.0,0.028712029023407196
3.9,Yanal Atımlı,150.76,715.0,0.0001784568176738003
3.9,Yanal Atımlı,122.21,927.0,0.00015080975347668996
3.9,Yanal Atımlı,101.93,1464.0,0.00010851322817721349
3.9,Yanal Atımlı,110.37,432.0,0.000132082912661593
3.9,Yanal Atımlı,129.47,580.0,0.0008643825729439136
3.9,Yanal Atımlı,224.39,1329.0,2.5353735901835057e-05
3.9,Yanal Atımlı,239.57,396.06,7.860217866827865e-05
3.9,Yanal Atımlı,235.87,576.04,4.806651317549464e-05
3.9,Yanal Atımlı,151.49,372.0,0.00022061742295317475
3.9,Yanal Atımlı,72.63,1242.0,0.000611476285784731
3.9,Yanal Atımlı,146.3,489.0,5.577032628961391e-05
3.9,Yanal Atımlı,271.42,943.0,2.154147138939214e-05
3.9,Yanal Atımlı,213.07,386.0,4.289183868674786e-05
3.9,Yanal Atımlı,122.66,434.29,0.000184114292313932
3.9,Yanal Atımlı,210.53,726.0,8.539652809599462e-05
3.9,Yanal Atımlı,208.35,388.0,0.00018712795430359943
3.9,Yanal Atımlı,144.61,419.23,0.0002608719081707534
3.9,Yanal Atımlı,307.87,448.0,2.1270383748771436e-05
3.9,Yanal Atımlı,81.16,511.0,0.0006713134982816672
3.9,Yanal Atımlı,43.71,378.0,0.0063021739955790145
3.9,Yanal Atımlı,65.46,303.0,0.0005572654371880244
3.9,Yanal Atımlı,169.93,259.0,0.00018058264989599638
3.9,Yanal Atımlı,153.8,365.0,0.00016742049201173077
3.9,Yanal Atımlı,255.32,308.0,0.00015133844242680046
3.9,Yanal Atımlı,125.48,760.0,8.741344253128348e-05
3.9,Yanal Atımlı,261.61,1188.0,2.431629239542904e-05
3.9,Yanal Atımlı,124.08,522.0,0.00033623606589521296
3.9,Yanal Atımlı,121.95,355.87,0.0004404458745504151
3.9,Yanal Atımlı,79.08,474.0,0.0003725927338176766
3.9,Yanal Atımlı,132.45,760.0,0.00019113035828648468
3.9,Yanal Atımlı,147.72,500.0,0.00012216641944679397
3.9,Yanal Atımlı,172.17,297.0,7.95690293078909e-05
3.9,Yanal Atımlı,82.05,416.52,0.00013373720347315476
3.9,Yanal Atımlı,159.8,388.68,7.443817498602448e-05
3.9,Yanal Atımlı,274.91,786.0,2.3270262358856207e-05
3.9,Yanal Atımlı,270.54,465.0,2.4098220618958573e-05
3.9,Yanal Atımlı,99.93,471.92,0.000142657787648379
3.9,Yanal Atımlı,179.41,384.0,0.00011333025649004771
3.9,Yanal Atımlı,155.08,462.66,8.824883541078603e-05
3.9,Yanal Atımlı,178.22,529.99,9.532809278638695e-05
3.9,Yanal Atımlı,122.9,282.0,0.0009292179300777671
3.9,Yanal Atımlı,98.82,1131.0,0.0003924743819646067
3.9,Yanal Atımlı,142.7,750.25,5.05948884740346e-05
3.9,Yanal Atımlı,128.74,489.62,0.0004226480394490432
3.9,Yanal Atımlı,157.41,440.0,9.539755355458545e-05
3.9,Yanal Atımlı,32.09,360.05,0.001612635736508831
3.9,Yanal Atımlı,215.91,356.0,6.446025337042976e-05
3.9,Yanal Atımlı,129.5,225.0,8.572455457288769e-05
3.9,Yanal Atımlı,130.76,482.0,0.00015829691453379628
3.9,Yanal Atımlı,96.77,924.0,0.0008378538167401042
3.9,Yanal Atımlı,113.4,351.22,0.00020962938223030665
3.9,Yanal Atımlı,133.66,586.0,0.00025951320914891786
3.9,Yanal Atımlı,80.32,332.0,0.000419958418041227
3.9,Yanal Atımlı,192.53,396.0,0.0001908181842687431
3.9,Yanal Atımlı,239.48,819.0,3.384717648785493e-05
3.9,Yanal Atımlı,72.2,393.0,0.0019093089759143254
3.9,Yanal Atımlı,103.52,405.0,0.0003432654275750035
3.9,Yanal Atımlı,130.24,383.69,0.00016084266748658455
3.66,Yanal Atımlı,59.12,375.0,0.000590496052684148
3.66,Yanal Atımlı,180.58,511.0,0.00014183350271314602
3.66,Yanal Atımlı,85.78,796.0,0.00021685584596918295
3.66,Yanal Atımlı,6.55,356.0,0.018803536484591644
3.66,Yanal Atımlı,50.06,524.0,0.0007143312351205706
3.66,Yanal Atımlı,121.44,619.0,0.0004407615678240788
3.66,Yanal Atımlı,108.58,682.03,0.00010578874610737194
3.66,Yanal Atımlı,73.2,500.0,0.00045375167575519763
3.66,Yanal Atımlı,84.59,763.0,0.00019997541889207283
3.66,Yanal Atımlı,74.03,704.1,0.000371533247298408
4.14,Yanal Atımlı,146.03,361.0,0.000271366704086592
4.14,Yanal Atımlı,204.67,461.0,0.00028579464238101104
4.14,Yanal Atımlı,154.9,681.24,8.182438358460147e-06
4.14,Yanal Atımlı,137.73,370.0,0.0005300764274002853
4.14,Yanal Atımlı,117.85,432.0,0.0010332853334843865
4.14,Yanal Atımlı,91.3,477.0,0.0012943725361113198
4.14,Yanal Atımlı,147.64,576.04,0.00012499691242042743
4.14,Yanal Atımlı,210.94,668.72,5.7071748037010396e-05
4.14,Yanal Atımlı,59.36,372.0,0.0011441803249389187
4.14,Yanal Atımlı,63.74,679.0,0.0009403054692302124
4.14,Yanal Atımlı,194.36,434.29,0.00018714699179214715
4.14,Yanal Atımlı,212.52,644.0,5.5408126240471265e-05
4.14,Yanal Atımlı,160.36,622.32,0.0003274772935919985
4.14,Yanal Atımlı,59.96,388.0,0.0008616681344119672
4.14,Yanal Atımlı,109.78,448.0,0.0012607939648780447
4.14,Yanal Atımlı,139.17,511.0,0.0005279094562827418
4.14,Yanal Atımlı,182.52,378.0,0.00019866106549180692
